form,section,word,item_id
toddler,8. 신체부위 (31),머리,item_185
toddler,8. 신체부위 (31),머리카락,item_186
toddler,8. 신체부위 (31),목,item_187
toddler,8. 신체부위 (31),몸,item_188
toddler,8. 신체부위 (31),무릎,item_189
toddler,8. 신체부위 (31),발,item_190
toddler,8. 신체부위 (31),발목,item_191
toddler,8. 신체부위 (31),발톱,item_192
toddler,8. 신체부위 (31),배,item_193
toddler,8. 신체부위 (31),배꼽,item_194
toddler,8. 신체부위 (31),뺨,item_195
toddler,8. 신체부위 (31),손,item_196
toddler,8. 신체부위 (31),손가락,item_197
toddler,8. 신체부위 (31),어깨,item_198
toddler,8. 신체부위 (31),얼굴,item_199
toddler,8. 신체부위 (31),엉덩이,item_200
toddler,8. 신체부위 (31),이/이빨,item_201
toddler,8. 신체부위 (31),입,item_202
toddler,8. 신체부위 (31),입술,item_203
toddler,8. 신체부위 (31),코,item_204
toddler,8. 신체부위 (31),턱,item_205
toddler,8. 신체부위 (31),팔,item_206
toddler,8. 신체부위 (31),피,item_207
toddler,8. 신체부위 (31),허리,item_208
toddler,8. 신체부위 (31),혀,item_209
toddler,9. 가정용품 (36),가위,item_210
toddler,9. 가정용품 (36),걸레,item_211
toddler,9. 가정용품 (36),그릇,item_212
toddler,9. 가정용품 (36),그림,item_213
toddler,9. 가정용품 (36),돈,item_214
toddler,9. 가정용품 (36),라디오,item_215
toddler,9. 가정용품 (36),망치,item_216
toddler,9. 가정용품 (36),못,item_217
toddler,9. 가정용품 (36),병,item_218
toddler,9. 가정용품 (36),비누,item_219
toddler,9. 가정용품 (36),빗,item_220
toddler,9. 가정용품 (36),빗자루,item_221
toddler,9. 가정용품 (36),상자,item_222
toddler,9. 가정용품 (36),수건,item_223
toddler,9. 가정용품 (36),숟가락,item_224
toddler,9. 가정용품 (36),시계,item_225
toddler,9. 가정용품 (36),쓰레기,item_226
toddler,9. 가정용품 (36),쓰레기통/휴지통,item_227
toddler,9. 가정용품 (36),안경,item_228
toddler,9. 가정용품 (36),약,item_229
toddler,9. 가정용품 (36),열쇠,item_230
toddler,9. 가정용품 (36),옷걸이,item_231
toddler,9. 가정용품 (36),우산,item_232
toddler,9. 가정용품 (36),쟁반,item_233
toddler,9. 가정용품 (36),전화,item_234
toddler,9. 가정용품 (36),접시,item_235
toddler,9. 가정용품 (36),젓가락,item_236
toddler,9. 가정용품 (36),지갑,item_237
toddler,9. 가정용품 (36),청소기,item_238
toddler,9. 가정용품 (36),치약,item_239
toddler,9. 가정용품 (36),칫솔,item_240
toddler,9. 가정용품 (36),카메라,item_241
toddler,9. 가정용품 (36),칼,item_242
toddler,9. 가정용품 (36),컵,item_243
toddler,9. 가정용품 (36),포크,item_244
toddler,9. 가정용품 (36),휴지,item_245
toddler,10. 외부사물 (26),구름,item_246
toddler,10. 외부사물 (26),그네,item_247
toddler,10. 외부사물 (26),길,item_248
toddler,10. 외부사물 (26),깃발,item_249
toddler,10. 외부사물 (26),꽃,item_250
toddler,10. 외부사물 (26),나무,item_251
toddler,10. 외부사물 (26),눈,item_252
toddler,10. 외부사물 (26),눈사람,item_253
toddler,10. 외부사물 (26),달,item_254
toddler,10. 외부사물 (26),돌,item_255
toddler,10. 외부사물 (26),땅,item_256
toddler,10. 외부사물 (26),모래,item_257
toddler,10. 외부사물 (26),미끄럼틀,item_258
toddler,10. 외부사물 (26),바람,item_259
toddler,10. 외부사물 (26),바위,item_260
toddler,10. 외부사물 (26),별,item_261
toddler,10. 외부사물 (26),불,item_262
toddler,10. 외부사물 (26),비,item_263
toddler,10. 외부사물 (26),사다리,item_264
toddler,10. 외부사물 (26),시소,item_265
toddler,10. 외부사물 (26),잔디,item_266
toddler,10. 외부사물 (26),지붕,item_267
toddler,10. 외부사물 (26),풀,item_268
toddler,10. 외부사물 (26),하늘,item_269
toddler,10. 외부사물 (26),해/햇빛,item_270
toddler,10. 외부사물 (26),흙,item_271
toddler,11. 일상생활 (14),고마워,item_272
toddler,11. 일상생활 (14),네/응,item_273
toddler,11. 일상생활 (14),돼,item_274
toddler,11. 일상생활 (14),만세,item_275
toddler,11. 일상생활 (14),목욕,item_276
toddler,11. 일상생활 (14),빠이빠이,item_277
toddler,11. 일상생활 (14),쉬,item_278
toddler,11. 일상생활 (14),아니(야),item_279
toddler,11. 일상생활 (14),안녕,item_280
toddler,11. 일상생활 (14),안돼,item_281
toddler,11. 일상생활 (14),양치,item_282
toddler,11. 일상생활 (14),응가/똥,item_283
toddler,11. 일상생활 (14),파이팅,item_284
toddler,11. 일상생활 (14),하지마,item_285
toddler,12. 장소 (25),가게,item_286
toddler,12. 장소 (25),강,item_287
toddler,12. 장소 (25),공원,item_288
toddler,12. 장소 (25),교회,item_289
toddler,12. 장소 (25),놀이터,item_290
toddler,12. 장소 (25),동물원,item_291
toddler,12. 장소 (25),마당,item_292
toddler,12. 장소 (25),바깥,item_293
toddler,12. 장소 (25),바다,item_294
toddler,12. 장소 (25),병원,item_295
toddler,12. 장소 (25),산,item_296
toddler,12. 장소 (25),수영장,item_297
toddler,12. 장소 (25),숲,item_298
toddler,12. 장소 (25),슈퍼마켓,item_299
toddler,12. 장소 (25),시골,item_300
toddler,12. 장소 (25),시장,item_301
toddler,12. 장소 (25),아파트,item_302
toddler,12. 장소 (25),유치원,item_303
toddler,12. 장소 (25),은행,item_304
toddler,12. 장소 (25),일,item_305
toddler,12. 장소 (25),절,item_306
toddler,12. 장소 (25),주유소,item_307
toddler,12. 장소 (25),집,item_308
toddler,12. 장소 (25),학교,item_309
toddler,12. 장소 (25),회사,item_310
toddler,"13. 양, 정도 (14)",너무,item_311
toddler,"13. 양, 정도 (14)",다,item_312
toddler,"13. 양, 정도 (14)",다시,item_313
toddler,"13. 양, 정도 (14)",더,item_314
toddler,"13. 양, 정도 (14)",또,item_315
toddler,"13. 양, 정도 (14)",많이,item_316
toddler,"13. 양, 정도 (14)",빨리,item_317
toddler,"13. 양, 정도 (14)",아주,item_318
toddler,"13. 양, 정도 (14)",자꾸,item_319
toddler,"13. 양, 정도 (14)",잘,item_320
toddler,"13. 양, 정도 (14)",전부,item_321
toddler,"13. 양, 정도 (14)",조금,item_322
toddler,"13. 양, 정도 (14)",진짜,item_323
toddler,"13. 양, 정도 (14)",하나,item_324
toddler,14. 사람 (33),간호사,item_325
toddler,14. 사람 (33),경찰(관),item_326
toddler,14. 사람 (33),고모,item_327
toddler,14. 사람 (33),공주,item_328
toddler,14. 사람 (33),군인,item_329
toddler,14. 사람 (33),귀신,item_330
toddler,14. 사람 (33),남자,item_331
toddler,14. 사람 (33),도둑,item_332
toddler,14. 사람 (33),동생,item_333
toddler,14. 사람 (33),딸,item_334
toddler,14. 사람 (33),사람,item_335
toddler,14. 사람 (33),삼촌,item_336
toddler,14. 사람 (33),선생님,item_337
toddler,14. 사람 (33),소방수,item_338
toddler,14. 사람 (33),아기/아가,item_339
toddler,14. 사람 (33),아들,item_340
toddler,14. 사람 (33),아빠,item_341
toddler,14. 사람 (33),아저씨,item_342
toddler,14. 사람 (33),아줌마,item_343
toddler,14. 사람 (33),어른,item_344
toddler,14. 사람 (33),언니,item_345
toddler,14. 사람 (33),엄마,item_346
toddler,14. 사람 (33),여자,item_347
toddler,14. 사람 (33),오빠,item_348
toddler,14. 사람 (33),왕자,item_349
toddler,14. 사람 (33),우체부,item_350
toddler,14. 사람 (33),의사,item_351
toddler,14. 사람 (33),이모,item_352
toddler,14. 사람 (33),자기 이름,item_353
toddler,14. 사람 (33),친구,item_354
toddler,14. 사람 (33),할머니,item_355
toddler,14. 사람 (33),할아버지,item_356
toddler,14. 사람 (33),형,item_357
toddler,15. 의문사 (11),누구,item_358
toddler,15. 의문사 (11),몇,item_359
toddler,15. 의문사 (11),무슨,item_360
toddler,15. 의문사 (11),무엇/뭐,item_361
toddler,15. 의문사 (11),어느,item_362
toddler,15. 의문사 (11),어디,item_363
toddler,15. 의문사 (11),어디서,item_364
toddler,15. 의문사 (11),어떤,item_365
toddler,15. 의문사 (11),어떻게,item_366
toddler,15. 의문사 (11),언제,item_367
toddler,15. 의문사 (11),왜,item_368
toddler,16. 동사 (150),가,item_369
toddler,16. 동사 (150),가리켜,item_370
toddler,16. 동사 (150),가져,item_371
toddler,16. 동사 (150),간지럽혀,item_372
toddler,16. 동사 (150),건너,item_373
toddler,16. 동사 (150),걸어,item_374
toddler,16. 동사 (150),고쳐,item_375
toddler,16. 동사 (150),공부해,item_376
toddler,16. 동사 (150),그려,item_377
toddler,16. 동사 (150),기다려,item_378
toddler,16. 동사 (150),깎아,item_379
toddler,16. 동사 (150),(컵을)깨,item_380
toddler,16. 동사 (150),(불)꺼,item_381
toddler,16. 동사 (150),꺼내,item_382
toddler,16. 동사 (150),꽂아,item_383
toddler,16. 동사 (150),끊어져,item_384
toddler,16. 동사 (150),끌어,item_385
toddler,16. 동사 (150),끝내,item_386
toddler,16. 동사 (150),끼워,item_387
toddler,16. 동사 (150),나가,item_388
toddler,16. 동사 (150),나눠가져,item_389
toddler,16. 동사 (150),나와,item_390
toddler,16. 동사 (150),(물건을)날라,item_391
toddler,16. 동사 (150),날라가,item_392
toddler,16. 동사 (150),(차에서)내려,item_393
toddler,16. 동사 (150),내려가,item_394
toddler,16. 동사 (150),넘어져,item_395
toddler,16. 동사 (150),(통에)넣어,item_396
toddler,16. 동사 (150),노래 불러,item_397
toddler,16. 동사 (150),놀아,item_398
toddler,16. 동사 (150),(물건을)놓아,item_399
toddler,16. 동사 (150),누워,item_400
toddler,16. 동사 (150),(무엇을)눌러,item_401
toddler,16. 동사 (150),(무엇에)눌려,item_402
toddler,16. 동사 (150),다녀,item_403
toddler,16. 동사 (150),다쳐,item_404
toddler,16. 동사 (150),닦아,item_405
toddler,16. 동사 (150),닫아,item_406
toddler,16. 동사 (150),달려,item_407
toddler,16. 동사 (150),당겨,item_408
toddler,16. 동사 (150),던져,item_409
toddler,16. 동사 (150),덮어,item_410
toddler,16. 동사 (150),도와,item_411
toddler,16. 동사 (150),돌려,item_412
toddler,16. 동사 (150),돌아,item_413
toddler,16. 동사 (150),두드려,item_414
toddler,16. 동사 (150),(여기에)둬,item_415
toddler,16. 동사 (150),(물건을)들어,item_416
toddler,16. 동사 (150),(소리를)들어,item_417
toddler,16. 동사 (150),들어가,item_418
toddler,16. 동사 (150),떄려,item_419
toddler,16. 동사 (150),(물에)떠,item_420
toddler,16. 동사 (150),떨어뜨려,item_421
toddler,16. 동사 (150),떨어져,item_422
toddler,16. 동사 (150),떼(어),item_423
toddler,16. 동사 (150),뛰어,item_424
toddler,16. 동사 (150),마셔,item_425
toddler,16. 동사 (150),만들어,item_426
toddler,16. 동사 (150),(빨래/싸움)말려,item_427
toddler,16. 동사 (150),말해,item_428
toddler,16. 동사 (150),맛봐,item_429
toddler,16. 동사 (150),(주사를)맞아,item_430
toddler,16. 동사 (150),(음식을)먹어,item_431
toddler,16. 동사 (150),(음식을)먹여,item_432
toddler,16. 동사 (150),멈춰,item_433
toddler,16. 동사 (150),몰라,item_434
toddler,16. 동사 (150),물어,item_435
toddler,16. 동사 (150),미워해,item_436
toddler,16. 동사 (150),밀어,item_437
toddler,16. 동사 (150),(약)발라,item_438
toddler,16. 동사 (150),박수쳐,item_439
toddler,16. 동사 (150),버려,item_440
toddler,16. 동사 (150),벗어,item_441
toddler,16. 동사 (150),보여,item_442
toddler,16. 동사 (150),봐,item_443
toddler,16. 동사 (150),부딪쳐,item_444
toddler,16. 동사 (150),부숴,item_445
toddler,16. 동사 (150),(물을)부어,item_446
toddler,16. 동사 (150),불러,item_447
toddler,16. 동사 (150),(풍선을)불어,item_448
toddler,16. 동사 (150),붙여,item_449
toddler,16. 동사 (150),비켜,item_450
toddler,16. 동사 (150),빗어,item_451
toddler,16. 동사 (150),빠져,item_452
toddler,16. 동사 (150),빨아,item_453
toddler,16. 동사 (150),빼,item_454
toddler,16. 동사 (150),뺴앗아,item_455
toddler,16. 동사 (150),뽀뽀해,item_456
toddler,16. 동사 (150),뽑아,item_457
toddler,16. 동사 (150),(물건을)사,item_458
toddler,16. 동사 (150),사랑해,item_459
toddler,16. 동사 (150),살아,item_460
toddler,16. 동사 (150),생각해,item_461
toddler,16. 동사 (150),(그 자리에)서,item_462
toddler,16. 동사 (150),서둘러,item_463
toddler,16. 동사 (150),손대,item_464
toddler,16. 동사 (150),수영해,item_465
toddler,16. 동사 (150),숨어,item_466
toddler,16. 동사 (150),시작해,item_467
toddler,16. 동사 (150),신어,item_468
toddler,16. 동사 (150),(물건을)실어,item_469
toddler,16. 동사 (150),싸워,item_470
toddler,16. 동사 (150),(글)써,item_471
toddler,16. 동사 (150),(모자)써,item_472
toddler,16. 동사 (150),쏟아,item_473
toddler,16. 동사 (150),(총을)쏴,item_474
toddler,16. 동사 (150),쓰러져,item_475
toddler,16. 동사 (150),씻어,item_476
toddler,16. 동사 (150),안아,item_477
toddler,16. 동사 (150),안해,item_478
toddler,16. 동사 (150),앉아,item_479
toddler,16. 동사 (150),알아,item_480
toddler,16. 동사 (150),열어,item_481
toddler,16. 동사 (150),올라가,item_482
toddler,16. 동사 (150),올려,item_483
toddler,16. 동사 (150),와,item_484
toddler,16. 동사 (150),요리해,item_485
toddler,16. 동사 (150),운전해,item_486
toddler,16. 동사 (150),울어,item_487
toddler,16. 동사 (150),웃어,item_488
toddler,16. 동사 (150),원해,item_489
toddler,16. 동사 (150),(승부에)이겨,item_490
toddler,16. 동사 (150),이야기해,item_491
toddler,16. 동사 (150),일어나/일어서,item_492
toddler,16. 동사 (150),일해,item_493
toddler,16. 동사 (150),읽어,item_494
toddler,16. 동사 (150),입어,item_495
toddler,16. 동사 (150),(잠)자,item_496
toddler,16. 동사 (150),잘라,item_497
toddler,16. 동사 (150),잡아,item_498
toddler,16. 동사 (150),좋아해,item_499
toddler,16. 동사 (150),죽어,item_500
toddler,16. 동사 (150),줘,item_501
toddler,16. 동사 (150),쫓아,item_502
toddler,16. 동사 (150),찍어,item_503
toddler,16. 동사 (150),(공을)차,item_504
toddler,16. 동사 (150),찾아,item_505
toddler,16. 동사 (150),춤춰,item_506
toddler,16. 동사 (150),(차에)치여,item_507
toddler,16. 동사 (150),치워,item_508
toddler,16. 동사 (150),칠해,item_509
toddler,16. 동사 (150),(차에)타,item_510
toddler,16. 동사 (150),(차에)태워,item_511
toddler,16. 동사 (150),터져,item_512
toddler,16. 동사 (150),튀겨,item_513
toddler,16. 동사 (150),틀어,item_514
toddler,16. 동사 (150),(코를)풀어,item_515
toddler,16. 동사 (150),(꽃이)피어,item_516
toddler,16. 동사 (150),해,item_517
toddler,16. 동사 (150),혼나,item_518
toddler,17. 형용사 (52),가벼워,item_519
toddler,17. 형용사 (52),간지러워,item_520
toddler,17. 형용사 (52),같아/똑같아,item_521
toddler,17. 형용사 (52),괜찮아,item_522
toddler,17. 형용사 (52),귀여워,item_523
toddler,17. 형용사 (52),길어,item_524
toddler,17. 형용사 (52),(색이)까매,item_525
toddler,17. 형용사 (52),깜깜해,item_526
toddler,17. 형용사 (52),나빠,item_527
toddler,17. 형용사 (52),(색이)노래,item_528
toddler,17. 형용사 (52),높아,item_529
toddler,17. 형용사 (52),달라,item_530
toddler,17. 형용사 (52),더러워,item_531
toddler,17. 형용사 (52),더워,item_532
toddler,17. 형용사 (52),동그래,item_533
toddler,17. 형용사 (52),뜨거워,item_534
toddler,17. 형용사 (52),많아,item_535
toddler,17. 형용사 (52),맛없어,item_536
toddler,17. 형용사 (52),맛있어,item_537
toddler,17. 형용사 (52),매워,item_538
toddler,17. 형용사 (52),멀어,item_539
toddler,17. 형용사 (52),멋있어,item_540
toddler,17. 형용사 (52),목말라,item_541
toddler,17. 형용사 (52),무거워,item_542
toddler,17. 형용사 (52),무서워,item_543
toddler,17. 형용사 (52),미워,item_544
toddler,17. 형용사 (52),배고파,item_545
toddler,17. 형용사 (52),(색이)빨개,item_546
toddler,17. 형용사 (52),빨라,item_547
toddler,17. 형용사 (52),시끄러워,item_548
toddler,17. 형용사 (52),싫어,item_549
toddler,17. 형용사 (52),심심해,item_550
toddler,17. 형용사 (52),아파,item_551
toddler,17. 형용사 (52),어두워,item_552
toddler,17. 형용사 (52),없어,item_553
toddler,17. 형용사 (52),예뻐,item_554
toddler,17. 형용사 (52),이상해,item_555
toddler,17. 형용사 (52),있어,item_556
toddler,17. 형용사 (52),작아,item_557
toddler,17. 형용사 (52),재미있어,item_558
toddler,17. 형용사 (52),조그맣다,item_559
toddler,17. 형용사 (52),조용해,item_560
toddler,17. 형용사 (52),졸려,item_561
toddler,17. 형용사 (52),좋아,item_562
toddler,17. 형용사 (52),(맛이)짜,item_563
toddler,17. 형용사 (52),(촉감이)차,item_564
toddler,17. 형용사 (52),착해,item_565
toddler,17. 형용사 (52),추워,item_566
toddler,17. 형용사 (52),커,item_567
toddler,17. 형용사 (52),(색이)파래,item_568
toddler,17. 형용사 (52),(색이)하얘,item_569
toddler,17. 형용사 (52),힘들어,item_570
toddler,18. 끝맺는 말 (15),-구나,item_571
toddler,18. 끝맺는 말 (15),-께,item_572
toddler,18. 끝맺는 말 (15),-네,item_573
toddler,18. 끝맺는 말 (15),-는다,item_574
toddler,18. 끝맺는 말 (15),-니?,item_575
toddler,18. 끝맺는 말 (15),-다,item_576
toddler,18. 끝맺는 말 (15),-대,item_577
toddler,18. 끝맺는 말 (15),-ㄹ거야/테야,item_578
toddler,18. 끝맺는 말 (15),-ㄹ까?,item_579
toddler,18. 끝맺는 말 (15),-ㄹ래,item_580
toddler,18. 끝맺는 말 (15),-어(아),item_581
toddler,18. 끝맺는 말 (15),-어야 돼,item_582
toddler,18. 끝맺는 말 (15),-요,item_583
toddler,18. 끝맺는 말 (15),-자,item_584
toddler,18. 끝맺는 말 (15),-지,item_585
toddler,19. 조사 (12),-가(이),item_586
toddler,19. 조사 (12),-는(은),item_587
toddler,19. 조사 (12),-도,item_588
toddler,19. 조사 (12),-랑,item_589
toddler,19. 조사 (12),-로,item_590
toddler,19. 조사 (12),-를(을),item_591
toddler,19. 조사 (12),-만,item_592
toddler,19. 조사 (12),-야,item_593
toddler,19. 조사 (12),-에,item_594
toddler,19. 조사 (12),-에서,item_595
toddler,19. 조사 (12),-하고,item_596
toddler,19. 조사 (12),-한테/에게,item_597
toddler,20. 연결하는 말 (6),그리고,item_598
toddler,20. 연결하는 말 (6),그런데,item_599
toddler,20. 연결하는 말 (6),그래서,item_600
toddler,20. 연결하는 말 (6),-고,item_601
toddler,20. 연결하는 말 (6),-는데,item_602
toddler,20. 연결하는 말 (6),-서,item_603
toddler,21. 위치 (8),뒤,item_604
toddler,21. 위치 (8),밑,item_605
toddler,21. 위치 (8),밖,item_606
toddler,21. 위치 (8),아래,item_607
toddler,21. 위치 (8),안,item_608
toddler,21. 위치 (8),앞,item_609
toddler,21. 위치 (8),옆,item_610
toddler,21. 위치 (8),위,item_611
toddler,22. 시간 (17),금방,item_612
toddler,22. 시간 (17),나중에,item_613
toddler,22. 시간 (17),날,item_614
toddler,22. 시간 (17),낮,item_615
toddler,22. 시간 (17),내일,item_616
toddler,22. 시간 (17),매일/맨날,item_617
toddler,22. 시간 (17),밤,item_618
toddler,22. 시간 (17),시간,item_619
toddler,22. 시간 (17),아침,item_620
toddler,22. 시간 (17),어저께/어제,item_621
toddler,22. 시간 (17),오늘,item_622
toddler,22. 시간 (17),이따가,item_623
toddler,22. 시간 (17),저녁,item_624
toddler,22. 시간 (17),전,item_625
toddler,22. 시간 (17),점심,item_626
toddler,22. 시간 (17),지금,item_627
toddler,22. 시간 (17),후,item_628
toddler,23. 대명사 (7),그거,item_629
toddler,23. 대명사 (7),나,item_630
toddler,23. 대명사 (7),너,item_631
toddler,23. 대명사 (7),여기,item_632
toddler,23. 대명사 (7),우리,item_633
toddler,23. 대명사 (7),이거,item_634
toddler,23. 대명사 (7),저기,item_635
toddler,24. 돕는말 (6),-고 있다,item_636
toddler,24. 돕는말 (6),-놓다,item_637
toddler,24. 돕는말 (6),-말다,item_638
toddler,24. 돕는말 (6),-보다,item_639
toddler,24. 돕는말 (6),-싶다,item_640
toddler,24. 돕는말 (6),-주다,item_641
