"itemID","item","type","category","choices","definition","gloss","uni_lemma","complexity_category"
"item_215","playa","word","outside","understands; produces","playa","beach","beach",
"item_216","resbald","word","outside","understands; produces","resbaladilla","slide","slide (object)",
"item_217","sol","word","outside","understands; produces","sol","sun","sun",
"item_218","techo","word","outside","understands; produces","techo","ceiling","roof",
"item_219","tienmer","word","outside","understands; produces","tienda/mercado","store","store",
"item_220","zoologi","word","outside","understands; produces","zoológico","zoo","zoo",
"item_221","abuela","word","people","understands; produces","abuela","grandmother","grandma",
"item_222","abuelo","word","people","understands; produces","abuelo","grandfather","grandpa",
"item_223","bebe","word","people","understands; produces","bebé","baby ","baby",
"item_224","familia","word","people","understands; produces","familia","family","family",
"item_225","hermana","word","people","understands; produces","hermana","sister","sister",
"item_226","hermano","word","people","understands; produces","hermano","brother","brother",
"item_227","madrina","word","people","understands; produces","madrina","godmother","godmother",
"item_228","maestra","word","people","understands; produces","maestra","teacher","teacher",
"item_229","mama","word","people","understands; produces","mamá/mami","mommy","mommy",
"item_230","nana","word","people","understands; produces","nana","babysitter","babysitter",
"item_231","nino","word","people","understands; produces","niño","boy","boy",
"item_232","nina","word","people","understands; produces","niña","girl","girl",
"item_233","nomnin","word","people","understands; produces","(nombre del niño/a)","child's own name","child's own name",
"item_234","padrino","word","people","understands; produces","padrino","godfather","godfather",
"item_235","papa","word","people","understands; produces","papá/papi","daddy","daddy",
"item_236","persona","word","people","understands; produces","persona","person","person",
"item_237","senor","word","people","understands; produces","señor","man","man",
"item_238","senora","word","people","understands; produces","señora","woman","woman",
"item_239","tia","word","people","understands; produces","tía","aunt","aunt",
"item_240","tio","word","people","understands; produces","tío","uncle","uncle",
"item_241","acerrin","word","games_routines","understands; produces","acerrín","sawdust (game)","row row your boat",
"item_242","adiosby","word","games_routines","understands; produces","adíos/byebye","bye bye","bye",
"item_243","besitos","word","games_routines","understands; produces","besitos","little kisses","kiss",
"item_244","buendia","word","games_routines","understands; produces","buenas día","good day","good morning",
"item_245","buennoc","word","games_routines","understands; produces","buenas noches","good night","good night",
"item_246","cosqlit","word","games_routines","understands; produces","cosquillitas","tickles","tickle",
"item_247","gracias","word","games_routines","understands; produces","gracias","thank you","thank you",
"item_248","hacerme","word","games_routines","understands; produces","hacer la meme","time to sleep","nap",
"item_249","hola","word","games_routines","understands; produces","hola","hi","hi",
"item_250","manos2","word","games_routines","understands; produces","manos (games_routines)","hands up (game)","hands up",
"item_251","no","word","games_routines","understands; produces","no","no","no",
"item_252","ojitos","word","games_routines","understands; produces","ojitos","eyes","look at me",
"item_253","porfavo","word","games_routines","understands; produces","por favor","please","please",
"item_254","salud","word","games_routines","understands; produces","¡salud!","bless you","bless you",
"item_255","shhh","word","games_routines","understands; produces","shh","shh","shh",
"item_256","si","word","games_routines","understands; produces","sí","yes","yes",
"item_257","tengman","word","games_routines","understands; produces","tengo manita","I have a little hand","have hands",
"item_258","tortlit","word","games_routines","understands; produces","tortillitas","pattycake","pattycake",
"item_259","unodstr","word","games_routines","understands; produces","uno dos tres","one two three","one two three",
"item_260","abrir","word","action_words","understands; produces","abrir","to open","open (action)",
"item_261","acabars","word","action_words","understands; produces","acabar(se)","finish","finish",
"item_262","apagar","word","action_words","understands; produces","apagar","shut down","turn off",
"item_263","apurar","word","action_words","understands; produces","apurar(se)","hurry","hurry",
"item_264","aventar","word","action_words","understands; produces","aventar","blow","throw",
"item_265","ayudar","word","action_words","understands; produces","ayudar","to help","help",
"item_266","bailar","word","action_words","understands; produces","bailar","to dance","dance",
"item_267","brincar","word","action_words","understands; produces","brincar","to hop","jump",
"item_268","caer","word","action_words","understands; produces","caer(se)","to fall","fall",
"item_269","caminar","word","action_words","understands; produces","caminar","walk","walk",
"item_270","cantar","word","action_words","understands; produces","cantar","to sing","sing",
"item_271","cenar","word","action_words","understands; produces","cenar","to have dinner","eat dinner",
"item_272","cerrar","word","action_words","understands; produces","cerrar","to close","close",
"item_273","comer","word","action_words","understands; produces","comer(se)","to eat","eat",
"item_274","correr","word","action_words","understands; produces","correr","run","run",
"item_275","dar","word","action_words","understands; produces","dar","to give","give",
"item_276","decir","word","action_words","understands; produces","decir","to say","say",
"item_277","desyuna","word","action_words","understands; produces","desayunar","to have breakfast","eat breakfast",
"item_278","dibujar","word","action_words","understands; produces","dibujar","to draw","draw",
"item_279","doler","word","action_words","understands; produces","doler","hurt","hurt (action)",
"item_280","dormir","word","action_words","understands; produces","dormir(se)","to sleep","sleep",
"item_281","empujar","word","action_words","understands; produces","empujar","push","push",
"item_282","ensenar","word","action_words","understands; produces","enseñar","to teach","show",
"item_283","escribi","word","action_words","understands; produces","escribir","wrote","write",
"item_284","esperse","word","action_words","understands; produces","esperar(se)","wait","wait",
"item_285","ir","word","action_words","understands; produces","ir(se)","go ","go",
"item_286","jugar","word","action_words","understands; produces","jugar","to play","play",
"item_287","lavar","word","action_words","understands; produces","lavar(se)","wash","wash",
"item_288","leer","word","action_words","understands; produces","leer","read","read",
"item_289","llevar","word","action_words","understands; produces","llevar(se)","carry","take",
"item_290","llorar","word","action_words","understands; produces","llorar","cry","cry",
"item_291","meterse","word","action_words","understands; produces","meter(se)","put ","put",
"item_292","mirar","word","action_words","understands; produces","mirar","to see","look",
"item_293","mojarse","word","action_words","understands; produces","mojar(se)","to wet","wet (action)",
"item_294","morder","word","action_words","understands; produces","morder","to bite","bite",
"item_295","parar","word","action_words","understands; produces","parar(se)","to stop","stop",
"item_296","pegar","word","action_words","understands; produces","pegar(se)","to hit","hit",
"item_297","peinars","word","action_words","understands; produces","peinar(se)","comb (action)","comb (action)",
"item_298","pintar","word","action_words","understands; produces","pintar","to paint","paint (action)",
"item_299","poder","word","action_words","understands; produces","poder","can","can (auxiliary)",
"item_300","poner","word","action_words","understands; produces","poner(se)","put","put",
"item_301","prender","word","action_words","understands; produces","prender","turn on","turn on",
"item_302","querer","word","action_words","understands; produces","querer","want to","wanna",
"item_303","romper","word","action_words","understands; produces","romper","to break","break",
"item_304","sacar","word","action_words","understands; produces","sacar","take out","take out",
"item_305","secarse","word","action_words","understands; produces","secar(se)","dry ","dry (action)",
"item_306","sentars","word","action_words","understands; produces","sentar(se)","sit","sit",
"item_307","soplar","word","action_words","understands; produces","soplar","to blow","blow",
"item_308","subir","word","action_words","understands; produces","subir","to get up","climb",
"item_309","tener","word","action_words","understands; produces","tener","to have","have",
"item_310","tirar","word","action_words","understands; produces","tirar","to throw","throw",
"item_311","tocar","word","action_words","understands; produces","tocar","to touch","touch",
"item_312","tomar","word","action_words","understands; produces","tomar(se)","to take","take",
"item_313","trabaja","word","action_words","understands; produces","trabajar","to work","work (action)",
"item_314","ver","word","action_words","understands; produces","ver","to see","see",
"item_315","estar","word","states","understands; produces","estar","be","be",
"item_316","ser","word","states","understands; produces","ser","be","be",
"item_317","ahorita","word","time_words","understands; produces","ahorita/ahora","now","now",
"item_318","ayer","word","time_words","understands; produces","ayer","yesterday","yesterday",
"item_319","despues","word","time_words","understands; produces","después","after ","after",
"item_320","dia","word","time_words","understands; produces","día","day","day",
"item_321","hoy","word","time_words","understands; produces","hoy","today","today",
"item_322","manana","word","time_words","understands; produces","mañana","tomorrow","tomorrow",
"item_323","noche","word","time_words","understands; produces","noche","night","night",
"item_324","tempran","word","time_words","understands; produces","temprano","early","early",
"item_325","amarill","word","descriptive_words","understands; produces","amarillo","yellow","yellow",
"item_326","azul","word","descriptive_words","understands; produces","azul","blue","blue",
"item_327","bonita","word","descriptive_words","understands; produces","bonita","pretty","pretty",
"item_328","calient","word","descriptive_words","understands; produces","caliente","hot","hot",
"item_329","cansado","word","descriptive_words","understands; produces","cansado","tired","tired",
"item_330","chico","word","descriptive_words","understands; produces","chico","little (description)","little (description)",
"item_331","content","word","descriptive_words","understands; produces","contento","happy","happy",
"item_332","cuidado","word","descriptive_words","understands; produces","cuidado","careful","careful",
"item_333","difernt","word","descriptive_words","understands; produces","diferente","different","different",
"item_334","dificil","word","descriptive_words","understands; produces","difícil","difficult","hard",
"item_335","enfermo","word","descriptive_words","understands; produces","enfermo","sick","sick",
"item_336","enojado","word","descriptive_words","understands; produces","enojado","angry","angry",
"item_337","feo","word","descriptive_words","understands; produces","feo","ugly","ugly",
"item_338","frio","word","descriptive_words","understands; produces","frío","cold","cold",
"item_339","fuchi","word","descriptive_words","understands; produces","fuchi","yucky","yucky",
"item_340","grande","word","descriptive_words","understands; produces","grande","great","big",
"item_341","guapo","word","descriptive_words","understands; produces","guapo","handsome","cute",
"item_342","hambre","word","descriptive_words","understands; produces","hambre","hunger","hungry",
"item_343","igual","word","descriptive_words","understands; produces","igual","equal","same",
"item_344","limpio","word","descriptive_words","understands; produces","limpio","clean","clean (description)",
"item_345","lleno","word","descriptive_words","understands; produces","lleno","full","full",
"item_346","malo","word","descriptive_words","understands; produces","malo","bad","bad",
"item_347","miedo","word","descriptive_words","understands; produces","miedo","scared","scared",
"item_348","nuevo","word","descriptive_words","understands; produces","nuevo","new","new",
"item_349","oscuro","word","descriptive_words","understands; produces","oscuro","dark ","dark",
"item_350","pesado","word","descriptive_words","understands; produces","pesado","heavy","heavy",
"item_351","poco","word","descriptive_words","understands; produces","poco","little ","little (description)",
"item_352","rojo","word","descriptive_words","understands; produces","rojo","red","red",
"item_353","roto","word","descriptive_words","understands; produces","roto","broken ","broken",
"item_354","sed","word","descriptive_words","understands; produces","sed","thirsty","thirsty",
"item_355","suave","word","descriptive_words","understands; produces","suave","soft","soft",
"item_356","sucio","word","descriptive_words","understands; produces","sucio","dirty","dirty",
"item_357","sueno","word","descriptive_words","understands; produces","sueño","asleep","asleep",
"item_358","triste","word","descriptive_words","understands; produces","triste","sad","sad",
"item_359","vacio","word","descriptive_words","understands; produces","vacío","empty","empty",
"item_360","verde","word","descriptive_words","understands; produces","verde","green","green",
"item_361","viejo","word","descriptive_words","understands; produces","viejo","old","old",
"item_362","aquel","word","pronouns","understands; produces","aquel","that","that",
"item_363","aquela","word","pronouns","understands; produces","aquella","that","that",
"item_364","el1","word","pronouns","understands; produces","él (pronouns)","he","he",
"item_365","ella","word","pronouns","understands; produces","ella","she","her",
"item_366","ellas","word","pronouns","understands; produces","ellas","they","they",
"item_367","ellos","word","pronouns","understands; produces","ellos","they","they",
"item_368","esa","word","pronouns","understands; produces","esa","that","that",
"item_369","esas","word","pronouns","understands; produces","esas","those","those",
"item_370","ese","word","pronouns","understands; produces","ese","that ","that",
"item_371","eso","word","pronouns","understands; produces","eso","that","that",
"item_372","esos","word","pronouns","understands; produces","esos","those ","those",
"item_373","esta","word","pronouns","understands; produces","ésta","this","this",
"item_374","estas","word","pronouns","understands; produces","éstas","these","these",
"item_375","este","word","pronouns","understands; produces","éste","this ","this",
"item_376","esto","word","pronouns","understands; produces","esto","this ","this",
"item_377","estos","word","pronouns","understands; produces","éstos","these ","these",
"item_378","le","word","pronouns","understands; produces","le","you","it",
"item_379","les","word","pronouns","understands; produces","les","them","them",
"item_380","lo","word","pronouns","understands; produces","lo","the","him",
"item_381","me","word","pronouns","understands; produces","me","me","me",
"item_382","mia","word","pronouns","understands; produces","mía","mine","mine",
"item_383","mias","word","pronouns","understands; produces","mías","mine","mine",
"item_384","mio","word","pronouns","understands; produces","mío","mine","mine",
"item_385","mios","word","pronouns","understands; produces","míos","mine","mine",
"item_386","se","word","pronouns","understands; produces","se","self","self",
"item_387","su","word","pronouns","understands; produces","su","his","his",
"item_388","te","word","pronouns","understands; produces","te","you","you",
"item_389","tu","word","pronouns","understands; produces","tú","you","you",
"item_390","tuya","word","pronouns","understands; produces","tuya","yours","your",
"item_391","tuyas","word","pronouns","understands; produces","tuyas","yours","your",
"item_392","tuyo","word","pronouns","understands; produces","tuyo","yours","your",
"item_393","tuyos","word","pronouns","understands; produces","tuyos","yours","your",
"item_394","yo","word","pronouns","understands; produces","yo","I","i",
"item_395","como","word","question_words","understands; produces","cómo","as","how",
"item_396","cual","word","question_words","understands; produces","cuál","which","which (question)",
"item_397","dondest","word","question_words","understands; produces","dónde está","where is it","where (question)",
"item_398","porque","word","question_words","understands; produces","por qué","why","why",
"item_399","que","word","question_words","understands; produces","qué","what ","what",
"item_400","quien","word","question_words","understands; produces","quién","who","who",
"item_401","el2","word","articles","understands; produces","el (articles)","the","the",
"item_402","la","word","articles","understands; produces","la","the","the",
"item_403","las","word","articles","understands; produces","las","the","the",
"item_404","los","word","articles","understands; produces","los","the","the",
"item_405","un","word","articles","understands; produces","un","a ","a",
"item_406","una","word","articles","understands; produces","una","a ","a",
"item_407","unas","word","articles","understands; produces","unas","a ","a",
"item_408","unos","word","articles","understands; produces","unos","a ","a",
"item_409","mas","word","quantifiers","understands; produces","más","more","more",
"item_410","mucho","word","quantifiers","understands; produces","mucho","a lot","a lot",
"item_411","nada","word","quantifiers","understands; produces","nada","nothing","nothing",
"item_412","nohay","word","quantifiers","understands; produces","no hay","none","none",
"item_413","otravez","word","quantifiers","understands; produces","otro/otra vez","again","again",
"item_414","tambien","word","quantifiers","understands; produces","también","also","also",
"item_415","todo","word","quantifiers","understands; produces","todo","all ","all",
"item_416","ya","word","quantifiers","understands; produces","ya","already","already",
"item_417","abajo","word","locations","understands; produces","abajo","down ","down",
"item_418","adentro","word","locations","understands; produces","adentro","in","inside",
"item_419","afuera","word","locations","understands; produces","afuera","out ","out",
"item_420","ahi","word","locations","understands; produces","ahí","there","there",
"item_421","allaall","word","locations","understands; produces","alla/allí","there","there",
"item_422","aqui","word","locations","understands; produces","aquí","here","here",
"item_423","arriba","word","locations","understands; produces","arriba","up","up",
"item_424","atras","word","locations","understands; produces","atrás","behind","back (location)",
"item_425","encima","word","locations","understands; produces","encima","above","on",
"item_426","de","word","locations","understands; produces","de","of","of",
"item_427","en","word","locations","understands; produces","en","in","in",
"item_428","para","word","locations","understands; produces","para","for ","for",
